id,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,side_a_new_id,side_a,side_b_new_id,side_b,country_id,country,region,source_article,year,date_start,date_end,deaths_a,deaths_b,civilian_deaths,unknown,best,high,low,latitude,longitude,electoral_vio,electoral_vio_uncertainty,electoral_vio_source,electoral_purpose,electoral_side_a,electoral_side_a_2,electoral_side_a_inc,electoral_side_b,electoral_side_b_2,electoral_side_b_inc,electoral_perpetrator,electoral_targets,electoral_type,electoral_timing,relid,ucdp_ged,Afghanistan,Albania,Algeria,Angola,Bangladesh,Benin,Bolivia,Brazil,Burundi,Cambodia (Kampuchea),Central African Republic,Colombia,Congo,DR Congo (Zaire),Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Ethiopia,Fiji,Gambia,Georgia,Ghana,Guatemala,Guinea,Guinea-Bissau,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Kenya,Kosovo,Kyrgyzstan,Lebanon,Lesotho,Libya,Madagascar (Malagasy),Malawi,Malaysia,Mali,Mauritania,Mexico,Moldova,Mozambique,Myanmar (Burma),Namibia,Nepal,Nicaragua,Nigeria,Pakistan,Papua New Guinea,Peru,Philippines,Russia (Soviet Union),Senegal,Serbia (Yugoslavia),Sierra Leone,Somalia,South Africa,Spain,Sri Lanka,Sudan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Kingdom,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia),Africa,Americas,Asia,Europe,Middle East,electoral_vio_uncertainty_0,electoral_vio_uncertainty_1,electoral_vio_uncertainty_2,type_of_violence_1,type_of_violence_2,type_of_violence_3,type_of_violence_4,electoral_perpetrator_1,electoral_perpetrator_2,electoral_perpetrator_3,electoral_perpetrator_4,side_a_Civilians,side_a_ExternActors,side_a_Militia,side_a_Other,side_a_PoliticalSupporters,side_a_Politicians,Public officials,side_a_RebelGroup,side_a_SecurityForces,side_a_Unclear,side_b_Civilians,side_b_Militia,side_b_Other,side_b_PoliticalSupporters,side_b_Politicians,side_b_PublicOfficials,side_b_RebelGroup,side_b_SecurityForces,side_b_Unclear,electoral_purpose_disrupt,electoral_purpose_divergent affiliations,electoral_purpose_crack down on protest and/or riot,electoral_purpose_protect results,electoral_purpose_unclear,electoral_purpose_spell,electoral_purpose_eliminate opponent,electoral_purpose_retaliate violent acts,electoral_purpose_overturn results,electoral_purpose_secure elections,electoral_purpose_preemptive violence,electoral_purpose_prevent from voting,electoral_purpose_shape results,electoral_purpose_retaliate for voting for other candidate,electoral_purpose_repress opposition,electoral_purpose_punishment,electoral_purpose_crack down on prostest and/or riot,electoral_purpose_oppose democratic conduct,electoral_purpose_intimidate opponent,electoral_purpose_demand democratic conduct,electoral_purpose_hinder electoral misconduct,electoral_purpose_retaliate for voting for alternative candidate,electoral_purpose_crack down on riot and/or protest,electoral_purpose_retaliate for voting for candidate,electoral_purpose_forcibly displace groups in order to shape results,electoral_purpose_retaliate acts in electoral process,electoral_purpose_prevent electoral misconduct,electoral_purpose_Unknown,electoral_purpose_secure election,electoral_purpose_crackdown on protest and/or riot,electoral_purpose_call for change in electoral process,electoral_purpose_Secure elections,electoral_purpose_intimidate voters,electoral_purpose_crack down on riots and/or protests,electoral_purpose_.,electoral_purpose_crack down on protest and/or riot/retaliate violent events,electoral_purpose_Unclear,electoral_purpose_diverging affiliations,electoral_targets_2,electoral_targets_6,electoral_targets_3,electoral_targets_5,electoral_targets_10,electoral_targets_1,electoral_targets_9,electoral_targets_7,electoral_targets_11,electoral_targets_-99,electoral_targets_8,electoral_targets_4,electoral_type_2,electoral_type_1,electoral_type_3,electoral_type_4,electoral_type_5,"electoral_type_2,3","electoral_type_1,3","electoral_type_1,4",electoral_timing_2,electoral_timing_1,electoral_timing_3,electoral_timing_4,electoral_timing_8,country_new,Country_x,Abbreviation,year_string,country_year,Country_y,Year,Country Abbreviation,GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),Gini index,"Inflation, consumer prices (annual %)",Political Stability and Absence of Violence/Terrorism: Estimate,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
64415,1,404,Pakistan:Government,857,142,Government of Pakistan,356,TTP,770,Pakistan,Asia,"""Press Trust of India,2013-04-15,Police foil terrorist attack in Karachi""",2013,2013-04-14,2013-04-14,0,1,0,0,1,1,1,24.86,67.01000000000001,1,0,None/Unknown,secure elections,Security forces,,1,Rebel group,,0,1,7,"1,3",1,PAK-2013-1-768-52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64416,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Agence France Presse,2013-04-15,Gunmen kill two Pakistan election campaigners: police""",2013,2013-04-15,2013-04-15,0,0,2,0,2,2,2,31.816667,70.916667,1,0,None/Unknown,disrupt,Rebel group,,0,Civilians,,0,1,3,"1,3",1,PAK-2013-3-1199-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64419,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-16,Four killed in Pak blast targeting PML-N leader""",2013,2013-04-16,2013-04-16,0,0,3,1,4,4,4,27.486797,66.587031,1,0,None/Unknown,disrupt,Rebel group,,0,Politicians,,0,1,1,"1,3",1,PAK-2013-3-1199-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64424,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Agence France Presse,2013-04-16,Suicide attack kills eight at Pakistan election rally"";""BBC Monitoring South Asia,2013-04-17,Programme summary of Pakistan's AVT Khyber News 1600 gmt 16 Apr 13"";""BBC Monitoring South Asia,2013-04-18,Pakistani politician urges authorities to curb militant attacks""",2013,2013-04-16,2013-04-16,0,0,5,15,20,20,20,34.016667,71.583333,1,0,None/Unknown,disrupt,Rebel group,,0,Civilians,,1,1,3,"1,3",1,PAK-2013-3-1199-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64428,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-19,4 killed in violence in northwest Pakistan""",2013,2013-04-19,2013-04-19,0,0,4,0,4,4,4,32.304722,69.570278,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,0,1,3,"1,3",1,PAK-2013-3-1199-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64437,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-22,Three ANP workers killed in Balochistan""",2013,2013-04-21,2013-04-21,0,0,3,0,3,3,3,30.818095,67.213891,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64443,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-23,Blasts in Karachi, Quetta kill 3""",2013,2013-04-23,2013-04-23,0,0,1,0,1,1,1,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64446,3,4381,XXX770 - Civilians,4987,3717,XXX770,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-23,Blasts in Karachi, Quetta kill 3"";""Agence France Presse,2013-04-23,Suicide bomber kills soldier in southwest Pakistan""",2013,2013-04-23,2013-04-23,0,0,1,1,2,2,2,30.174576,66.762027,1,1,None/Unknown,unclear,Unclear,,-99,Civilians,,0,1,9,"1,3",1,PAK-2013-3-XXX770-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64448,3,540,LeJ - Civilians,1007,388,LeJ,1,Civilians,770,Pakistan,Asia,"""Associated Press Newswires,2013-04-23,Car bomb blast kills 4 in Pakistan, another near house of ex-leader Pervez Musharraf defused"";""Agence France Presse,2013-04-23,Suicide bomber kills six in southwest Pakistan"";""Reuters News,2013-04-23,Bomber targets Pakistan's Hazara minority in run-up to elections""",2013,2013-04-23,2013-04-23,0,0,5,1,6,6,6,33.69,73.0551,1,0,None/Unknown,disrupt,Rebel group,,0,Civilians,,0,1,1,1,1,PAK-2013-3-1232-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64449,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Agence France Presse,2013-04-23,Two dead in blast near Karachi party's election office""",2013,2013-04-23,2013-04-23,0,0,2,0,2,2,2,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64456,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Agence France Presse,2013-04-25,Grenade attack on election office kills one in Pakistan""",2013,2013-04-25,2013-04-25,0,0,1,0,1,1,1,29.5,65.666667,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,3,1,PAK-2013-3-1199-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64458,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-25,5 killed in Pak blast""",2013,2013-04-25,2013-04-25,0,0,5,0,5,5,5,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64460,3,4381,XXX770 - Civilians,4987,3717,XXX770,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-26,5 political workers injured in Balochistan blast""",2013,2013-04-26,2013-04-26,0,0,5,0,5,5,5,29.211453,67.73273,1,0,None/Unknown,unclear,Unclear,,-99,Politicians,,-99,1,1,3,1,PAK-2013-3-XXX770-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64461,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-27,11 killed in Pak blast""",2013,2013-04-26,2013-04-26,0,0,11,0,11,11,11,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,1,"1,3",1,PAK-2013-3-1199-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64462,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-27,1 killed, 15 injured in Pak blasts""",2013,2013-04-27,2013-04-27,0,0,1,0,1,1,1,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64465,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Associated Press Newswires,2013-04-27,4 killed in Pakistan bombings near political parties' offices as election race heats up""",2013,2013-04-27,2013-04-27,0,0,3,0,3,3,3,24.86,67.01000000000001,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,1,1,3,"1,3",1,PAK-2013-3-1199-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64467,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Agence France Presse,2013-04-28,Bomb kills five at Pakistan election office: officials"";""Press Trust of India,2013-04-28,9 killed, 30 injured in blasts in northwest Pakistan""",2013,2013-04-28,2013-04-28,0,0,6,0,6,6,6,33.583333,71.433333,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,0,1,3,"1,3",1,PAK-2013-3-1199-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
64471,3,530,TTP - Civilians,997,356,TTP,1,Civilians,770,Pakistan,Asia,"""Press Trust of India,2013-04-28,9 killed, 30 injured in blasts in northwest Pakistan""",2013,2013-04-28,2013-04-28,0,0,3,0,3,3,3,34.050238,71.564791,1,0,None/Unknown,disrupt,Rebel group,,0,Political supporters,,0,1,3,"1,3",1,PAK-2013-3-1199-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Pakistan,Pakistan,PAK,2013,PAK2013,Pakistan,2013,PAK,276443758787.987,4.366865049783868,1346.28928139308,29.5,7.69215611899565,-2.60330200195313,2.95
