channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
Access Hollywood,UCiKGMZZmZXK-RpbKJGXgH3Q,1695618483.0,Taylor Swift Joins Travis Kelce's Mom At Chiefs Games #shorts,"Taylor Swift is back in her Red era. The pop star was spotted cheering on the Kansas City Chiefs amid rumors that she's dating the team's star player Travis Kelce. The 33-year-old joined Travis' mom Donna Kelce as the watched the Chiefs play the Chicago Bears from the family's suite in Arrowhead Stadium. The outing comes just days after the 33-year-old NFL star addressed the rumors on ""The Pat McAfee Show"" and extended an invite to Taylor to watch him play. ""It's hilarious how much traction this has actually got. I think right now it's like that old game at school, 'Telephone,' where everyone is just whispering in each other's ears and hearing some random stuff. No one actually knows what's going on,"" he revealed. Travis did playfully throw blame on his brother, Jason Kelce, though, for fueling the fire even further. ""Especially when you've got Jason Kelce going on national television and telling both sides. He doesn't know, it's true, it's this and that...The guy is ridiculous, he can't stay out of the fricking headlines,"" Travis teased.


» SUBSCRIBE: https://bit.ly/41Rq6s6
» Visit Our Website: http://accessonline.com

Get More Access :
Facebook: https://www.facebook.com/accesshollywood/
Twitter: https://twitter.com/accesshollywood
Instagram: https://www.instagram.com/accesshollywood/",24,131253,138,4889,,https://i.ytimg.com/vi/dIJ05m0L3ow/hqdefault.jpg,Celebrity News|Celebrity Entertainment|Celebrity Entertainment News|Entertainment News|Entertainment|Access Hollywood Entertainment|Access Hollywood|celebrity,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 05:08:03
Jess Lucero,UCcZj8Mx5i-SYHqaFsFLxK8A,1695628527.0,Taylor Swift was Travis Kelce’s childhood crush?,,24,117968,36,2772,,https://i.ytimg.com/vi/S2sdiVg-x1k/hqdefault.jpg,,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 07:55:27
Yahoo! Sports,UCi9ACGG8NptsQhaMyezITEw,1695617337.0,Travis Kelce had to get a TD with Taylor Swift in the house 😏 (via @NFLonFOX) #nfl,,17,96424,61,3574,,https://i.ytimg.com/vi/eJpvgzEprZU/hqdefault.jpg,,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 04:48:57
NFL on ESPN,UCiio0ydw439X13KyZgMIcHw,1695628121.0,Taylor Swift leaves Chiefs game with Travis Kelce after sitting with Donna Kelce | SportsCenter,"John Buccigross and John Anderson break out all their best Taylor Swift references to discuss Taylor Swift at the Kansas City Chief's 41-10 win over the Chicago Bears, then watch Patrick Mahomes and Andy Reid talk about T-Swift in their postgame press conferences.

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔️ Subscribe to NBA on ESPN on YouTube: http://bit.ly/SUBSCRIBEtoNBAonESPN
✔️ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV",17,76205,150,703,,https://i.ytimg.com/vi/UW21WOY7cr4/hqdefault.jpg,taylor swift|travis kelce|kansas city chiefs|nfl|chiefs|John Buccigross and John Anderson break out all their best Taylor Swift references|Taylor Swift at the chiefs game|Kansas City Chief's 41-10 win over the Chicago Bears|Patrick Mahomes and Andy Reid talk about T-Swift in their postgame press conferences.|sportscenter about taylor swift|taylor swift at chiefs game|taylor swift and travis kelce|are taylor swift and travis kelce dating|taylor swift travis kelce rumors,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 07:48:41
Access Hollywood,UCiKGMZZmZXK-RpbKJGXgH3Q,1695611040.0,Taylor Swift Cheers On Travis Kelce At Chiefs Game Amid Dating Rumors,"Taylor Swift is back in her Red era. The pop star was spotted cheering on the Kansas City Chiefs amid rumors that she's dating the team's star player Travis Kelce. The 33-year-old joined Travis' mom Donna Kelce as the watched the Chiefs play the Chicago Bears from the family's suite in Arrowhead Stadium. The outing comes just days after the 33-year-old NFL star addressed the rumors on ""The Pat McAfee Show"" and extended an invite to Taylor to watch him play. ""It's hilarious how much traction this has actually got. I think right now it's like that old game at school, 'Telephone,' where everyone is just whispering in each other's ears and hearing some random stuff. No one actually knows what's going on,"" he revealed. Travis did playfully throw blame on his brother, Jason Kelce, though, for fueling the fire even further. ""Especially when you've got Jason Kelce going on national television and telling both sides. He doesn't know, it's true, it's this and that...The guy is ridiculous, he can't stay out of the fricking headlines,"" Travis teased.

» SUBSCRIBE: https://bit.ly/41Rq6s6
» Visit Our Website: http://accessonline.com

Get More Access :
Facebook: https://www.facebook.com/accesshollywood/
Twitter: https://twitter.com/accesshollywood
Instagram: https://www.instagram.com/accesshollywood/

About Access Hollywood:
Access Hollywood is a nationally syndicated daily entertainment news show. Access Hollywood delivers the most comprehensive coverage of entertainment news and personalities on television, featuring in-depth celebrity interviews and behind-the-scenes accounts of the most important events in Hollywood.

Taylor Swift Cheers On Travis Kelce At Chiefs Game Amid Dating Rumors
https://www.youtube.com/AccessOnline

#AccessHollywood 
#TaylorSwift 
#TravisKelce",24,49543,137,697,,https://i.ytimg.com/vi/yQEXlIoFfAU/hqdefault.jpg,taylor swift|taylor swift news|travis kelce|travis kelce taylor swift|taylor swift dating|taylor swift music|travis kelce super bowl|travis kelce chiefs|kansas city chiefs|Celebrity News|Celebrity Entertainment|Celebrity Entertainment News|Newest Celebrity News|Celebrity Interviews|Entertainment News|Entertainment|Recent News|Access Hollywood News|Access Hollywood Celebrity News|Access Hollywood Newest News|Access Hollywood Entertainment,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 03:04:00
NFL on ESPN,UCiio0ydw439X13KyZgMIcHw,1695618291.0,Travis Kelce was so nonchalant about Taylor Swift coming to Arrowhead 🤣 #shorts,"Patrick Mahomes was caught off guard by Travis Kelce nonchalantly mentioning Taylor Swift 🤣 #shorts

✔️ Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️ Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔️ Subscribe to NBA on ESPN on YouTube: http://bit.ly/SUBSCRIBEtoNBAonESPN
✔️ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV",17,44378,49,1572,,https://i.ytimg.com/vi/qg7BWnYLrV0/hqdefault.jpg,nfl|nfl espn|espn nfl|nfl on espn|nfl news|football|national football league|nfl 2023|espn|#nfl|#espn,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 05:04:51
Kansas City Star,UCDKXqKVQz__gFavp64iyx8w,1695615919.0,Kansas City Chiefs share what they know about Travis Kelce and Taylor Swift,"Chiefs coach Andy Reid and quarterback Patrick Mahomes share what they knew of Travis Kelce inviting Taylor Swift to Sunday's game against the Chicago Bears.

More from The Kansas City Star:
Subscribe: http://bit.ly/2FDe1zT
Twitter: https://twitter.com/KCStar
Facebook: https://www.facebook.com/kansascitystar/
Website: https://www.kansascity.com/
Digital news subscription: http://bit.ly/2CDAZoD",25,42120,54,299,,https://i.ytimg.com/vi/dHzHSenZpl0/hqdefault.jpg,,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 04:25:19
NFL on FOX,UCvQrivswRDGK0lZ_AcUHp8g,1695589991.0,Are Travis Kelce and Taylor Swift together? 👀 | FOX NFL Sunday,"Howie Long and Terry Bradshaw speak with a FOX Sports detective to try and discover whether or not Kansas City Chiefs' Travis Kelce and Taylor Swift are dating.

#NFLonFox #NFL #TravisKelce

►First Things First’s YouTube channel: https://foxs.pt/SubscribeFIRSTTHINGSF...
►UNDISPUTED’s YouTube channel: https://foxs.pt/SubscribeUNDISPUTED
►The Herd with Colin Cowherd’s YouTube channel: https://foxs.pt/SubscribeTHEHERD
►SPEAK's YouTube channel: http://sprtspod.fox/SUBSCRIBEtoSpeak
►The Carton Show's YouTube channel: http://sprtspod.fox/SubscribeCartonShow
►FOX Bet Live’s YouTube Channel: https://foxs.pt/SubscribeFOXBETLIVE
►PBC ON FOX’s YouTube Channel: https://foxs.pt/SubscribePBCONFOX
►FOX Soccer’s YouTube channel: https://foxs.pt/SubscribeFOXSOCCER
►NASCAR ON FOX YouTube channel: https://foxs.pt/SubscribeNASCARonFOX
►WWE ON FOX YouTube channel: https://foxs.pt/SubscribeWWEONFOX
►CFB ON FOX YouTube channel: https://foxs.pt/SubscribeCFBONFOX

Like Fox Sports on Facebook: http://foxs.pt/FOXSPORTSFacebook
Follow Fox Sports on Twitter: http://foxs.pt/FOXSPORTSTwitter
Follow Fox Sports on Instagram: http://foxs.pt/FOXSPORTSInstagram

About FOX Sports:
With exclusive highlights, original programming, and behind the scenes footage, FOX Sports' YouTube channel provides the sports content that fans are hungry for. FOX Sports coverage includes: College Basketball, College Football, MLB, NASCAR, NFL, Soccer, UFC, USGA events and the FIFA World Cup. FS1 original programs include: Undisputed, The Herd, Speak for Yourself, First Things First and more.

Are Travis Kelce and Taylor Swift together? 👀 | FOX NFL Sunday
https://youtu.be/csDL1b3O4eQ",17,39083,48,550,,https://i.ytimg.com/vi/csDL1b3O4eQ/hqdefault.jpg,NFL|nfl|NFL on FOX|nfl on fox|nfl football|nfl football on fox|Travis Kelce|Taylor Swift|Travis Kelce and Taylor Swift|Kansas City Chiefs' Travis Kelce|Kansas City|Chiefs|Kansas City Chiefs|FOX Sports detective|Terry Bradshaw NFL|Terry Bradshaw,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-24 21:13:11
NFL on FOX,UCvQrivswRDGK0lZ_AcUHp8g,1695614382.0,Taylor Swift cheers on Travis Kelce 👀 #Taylorswift #Chiefs #Swiftie #Eras #Swift #Kelce #NFL,"#NFLonFox #NFL #TaylorSwift

►First Things First’s YouTube channel: https://foxs.pt/SubscribeFIRSTTHINGSF...
►UNDISPUTED’s YouTube channel: https://foxs.pt/SubscribeUNDISPUTED
►The Herd with Colin Cowherd’s YouTube channel: https://foxs.pt/SubscribeTHEHERD
►SPEAK's YouTube channel: http://sprtspod.fox/SUBSCRIBEtoSpeak
►The Carton Show's YouTube channel: http://sprtspod.fox/SubscribeCartonShow
►FOX Bet Live’s YouTube Channel: https://foxs.pt/SubscribeFOXBETLIVE
►PBC ON FOX’s YouTube Channel: https://foxs.pt/SubscribePBCONFOX
►FOX Soccer’s YouTube channel: https://foxs.pt/SubscribeFOXSOCCER
►NASCAR ON FOX YouTube channel: https://foxs.pt/SubscribeNASCARonFOX
►WWE ON FOX YouTube channel: https://foxs.pt/SubscribeWWEONFOX
►CFB ON FOX YouTube channel: https://foxs.pt/SubscribeCFBONFOX

Like Fox Sports on Facebook: http://foxs.pt/FOXSPORTSFacebook
Follow Fox Sports on Twitter: http://foxs.pt/FOXSPORTSTwitter
Follow Fox Sports on Instagram: http://foxs.pt/FOXSPORTSInstagram

About FOX Sports:
With exclusive highlights, original programming, and behind the scenes footage, FOX Sports' YouTube channel provides the sports content that fans are hungry for. FOX Sports coverage includes: College Basketball, College Football, MLB, NASCAR, NFL, Soccer, UFC, USGA events and the FIFA World Cup. FS1 original programs include: Undisputed, The Herd, Speak for Yourself, First Things First and more.

Taylor Swift cheers on Travis Kelce 👀 #Taylorswift #Chiefs #Swiftie #Eras #Swift #Kelce #NFL 
https://youtube.com/shorts/sSQCOai_sYw",17,36767,40,1508,,https://i.ytimg.com/vi/sSQCOai_sYw/hqdefault.jpg,NFL|nfl|NFL on FOX|nfl on fox|nfl football|nfl football on fox|Detroit Lions|Detroit|Lions|Falcons’ Desmond Riddler|Desmond Riddler|Falcons|Lions’ Aidan Hutchinson|Aidan Hutchinson|Patrick Mahomes|Derek Jeter|achievements|hardships|motivations in sports|Travis Kelce|Taylor Swift|Travis Kelce and Taylor Swift|Kansas City Chiefs' Travis Kelce|Kansas City|Chiefs|Justin Herbert|Chargers|Texans|Jaguars|Postgame Interview|Jacksonville Jaguars|stroud,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 03:59:42
ABC 7 Chicago,UC_vFLohxs5PkAxlk7Y6jEtw,1695604653.0,Travis Kelce on Taylor Swift: 'I threw the ball in her court',"Taylor Swift was spotted watching the Kansas City Chiefs play the Chicago Bears on Sunday amid Travis Kelce dating rumors. On Thursday, Kelce talked about Swift during an interview, while still not confirming speculation that the pair may be dating. https://abc7chicago.com/travis-kelce-taylor-swift-dating-rumors/13816793/",25,27667,86,130,,https://i.ytimg.com/vi/JicC7Fcjeqg/hqdefault.jpg,Travis Kelce|Taylor Swift|dating|rumors|kelce|swift|chiefs|bears|nfl|taylor swift kansas city|kelce brothers interview|taylor swift at chiefs game|travis kelce friendship bracelets|travis kelce at taylor swift concert|swift kelce|taylor swift chiefs game|taylor swift travis kelce|taylor swift and travis kelce|kansas city|kansas city chiefs|chicago bears,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 01:17:33
Highlight Castle,UCOj4lssy4oPL10xCd0oexZA,1695611400.0,Travis Kelce vs Jaquan Brisker (2023) | TE vs Safety Matchup,"More TE v S: https://www.youtube.com/playlist?list=PLtgKfr6wMueuhSo09ias0eokhBJGgQwJ-

More Travis Kelce: https://www.youtube.com/playlist?list=PLtgKfr6wMuesj24demDVedeWSzhUxFSCM

More Brisker: https://www.youtube.com/playlist?list=PLtgKfr6wMuev0TupndUVwIaflWIvdfhls

Backup channel: https://youtube.com/highlightminicastle
https://instagram.com/highlightcastle
https://twitter.com/highlightcastle
https://facebook.com/highlightcastle
Shop ➼ https://highlightcastle.com
Patreon ➼ https://patreon.com/highlightcastle",17,25694,33,179,,https://i.ytimg.com/vi/bRfN9HUV_V8/hqdefault.jpg,full nfl games|fantasy football|travis kelce taylor swift|taylor swift at football game|taylor swift chiefs|jaquan brisker highlights|travis kelce route running|travis kelce highlights|bears chiefs 2023|jaquan brisker bears highlights|tight end explanation,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 03:10:00
Pop Culture News,UCe8vRS6vFq5GmAZIj53Iikw,1695620837.0,Taylor Swift & Travis Kelce Together! & Taylor's FUN At Chiefs Game,"Taylor Swift & Travis Kelce Together! & More Chiefs vs Bears Moments!

More moments of Taylor Swift at Travis Kelce's Chiefs vs Bears game today!

#taylorswift #traviskelce",10,25058,53,229,,https://i.ytimg.com/vi/2KyKpvIpufk/hqdefault.jpg,pop culture news|music|news|entertainment|pop culture|taylor swift travis kelce|taylor swift travis kelce game|taylor swift|chiefs vs bears|taylor swift chiefs game,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 05:47:17
Hard In The Paint Sports Media,UCdobFntJURJ4HzZjx241VYg,1695604342.0,CONFIRMED: Taylor Swift x Travis Kelce 👀🏟️🎶 (🎥 via @nfl) #shorts #kelce #nfl #taylorswift #swift,,17,7050,6,238,,https://i.ytimg.com/vi/JdcbMifL_dc/hqdefault.jpg,,2023-11-28 17:18:00.293304,13,2023-09-24,2023-09-25 01:12:22
Trevor Fahnstrom,UCM8uqss9XDWnQsgwwCHby2A,1695704416.0,Travis Kelce when he sees Taylor Swift at his game😂🏈,,17,1309361,501,54427,,https://i.ytimg.com/vi/ZMko-EsXdfU/hqdefault.jpg,NFL|Football|Sports,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-26 05:00:16
That Tall Family,UCHoEoHVOwsTxi3qGTTo0QZA,1695701098.0,Will Taylor Swift and Travis Kelce stay together? #tall #tallfamily,,24,962190,253,19041,,https://i.ytimg.com/vi/bU5goGxEbGU/hqdefault.jpg,,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-26 04:04:58
Sussan Mourad,UC2zlRguBzBBIpHE0fzfE0iA,1695675112.0,Watch Taylor Swift Giggle & Wave Driving Off With Travis Kelce!,#short #shorts #taylorswift #traviskelce #taylorswifttraviskelce #taylorandtravis #taylorswiftandtraviskelce #traviskelceandtaylorswift #traviskelcetaylorswift #swifties #celebritynews #entertainmentnews #chiefs #taylorswiftchiefs #getawaycar,24,424291,370,24502,,https://i.ytimg.com/vi/5QGvMhaSIHA/hqdefault.jpg,,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 20:51:52
wigconic,UCqG7whlDw6t9I4x8hs_1EdQ,1695676140.0,Taylor Swift FALLING IN LOVE with Travis Kelce for 2 minutes straight,"This video is a funny revision and commentary between Taylor Swift with her new supposed boyfriend Travis Kelce at the game

FOLLOW MY INSTA & TIKTOK: wigconicc 🤍
Business: wigconic@gmail.com

#taylorswift",24,384379,706,6237,,https://i.ytimg.com/vi/uS0Vlaf-b5Q/hqdefault.jpg,taylor swift|taylor swift meme|taylor swift drama|taylor swift boyfriend|taylor swift travis kelce,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 21:09:00
Hannah Berner,UCGc0CTgZpHa_xIlZcTahD7A,1695697747.0,Taylor Swift and Travis Kelce #comedy #football #taylorswift #comedian #standup #funny #shorts,,23,249168,191,9224,,https://i.ytimg.com/vi/aNfBpheJRjk/hqdefault.jpg,,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-26 03:09:07
The Late Latee Show,UCn2TvXAjR7SEdpo0rhATiXQ,1695661699.0,Taylor Swift & Travis Kelce Talk DATING Rumours on The Late Late Show,"#taylorswift #traviskelce #traviskelcetaylorswift
Travis Kelce and Taylor Swift come on the show to confirm dating rumours! Mrs Swift and Mr Kelce talk about their romance and how they started dating each other! Taylor and Travis are super happy to join the show!

#taylorswift #traviskelce #traviskelcetaylorswift #taylorswifttraviskelce",24,246900,152,1775,,https://i.ytimg.com/vi/KyYdKrA8PuQ/hqdefault.jpg,travis kelce taylor swift|taylor swift travis kelce|travis kelce taylor swift dating|taylor swift travis kelce dating|travis kelce taylor swift interview|travis kelce taylor swift video|taylor swift dating travis kelce|travis kelce dating taylor swift|taylor swift travis kelce romance|travis kelce|taylor swift|travis kelce girlfriend|late late show|taylor swift dating 2023|travis kelce girlfriend 2023|travis kelce and taylor swift|taylor and travis dating|taylor,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 17:08:19
The Pat McAfee Show,UCxcTeAKWJca6XyJ37_ZoKIQ,1695687300.0,"If You Haven't Heard, Taylor Swift Took Over The Football World By Sitting In Travis Kelce's Suite","This is a conversation from The Pat McAfee Show LIVE from Noon-3PM EST Mon-Fri.

Become a #McAfeeMafia member! https://www.youtube.com/channel/UCxcTeAKWJca6XyJ37_ZoKIQ/join

SUBSCRIBE:
https://www.youtube.com/channel/UCxcTeAKWJca6XyJ37_ZoKIQ?sub_confirmation=1

MERCH: https://store.patmcafeeshow.com

Subscribe to the Pat McAfee Show(s)!
 @Hammer Dahn  
 @Thats Hockey Talk  
 @The Pod  
 @The Pat McAfee Show  
   
MERCH: https://store.patmcafeeshow.com
SPONSOR THE SHOW: https://www.patmcafeeshow.com/partnerships

#PatMcAfee #NFL",17,199895,549,3737,,https://i.ytimg.com/vi/BkaXLOVCmsY/hqdefault.jpg,pat mcafee|podcast|sports|nfl|ncaa|football|for the brand|kicker|pat mcafee show|american football|nfl news|pat mcafee clips|pat mcafee reacts|pat mcafee highlights|pat mcafee live|pat mcafee show live|pat mcafee podcast|the pat mcafee show|travis kelce|travis kelce taylor swift|travis kelce covid commercial|travis kelce touchdown|travis kelce taylor swift video|travis kelce pat mcafee|taylor swift|taylor swift at chiefs game|taylor swift travis kelce,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-26 00:15:00
Entertainment Tonight,UCdtXPiqI2cLorKaPrfpKc4g,1695703500.0,Taylor Swift and Travis Kelce Shut Down Kansas City Restaurant After Chiefs Victory,"Taylor Swift and Travis Kelce shut down restaurant, Prime Social in Kansas City, after the Chiefs' victory on Sunday night. A source tells ET, “Travis and Taylor have a lot in common and they are having a great time getting to know each other. They have similar values. She likes that he pursued her and it has been easy and exciting for both of them. Taylor is enjoying some time off from touring and it’s been fun hanging out with Travis during this break. Taylor wants a guy that’s into his career, does his own thing, but is also supportive and understands her, and Travis fits those qualities.”",24,175184,220,1069,,https://i.ytimg.com/vi/-rh1IGaUKmc/hqdefault.jpg,Taylor Swift|Travis Kelce|Football,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-26 04:45:00
NFL on FOX,UCvQrivswRDGK0lZ_AcUHp8g,1695629780.0,MUST-SEE: Taylor Swift’s UNFORGETTABLE reaction to Travis Kelce’s touchdown for the Chiefs,"Check out everything Taylor Swift from her visit to see Travis Kelce and the Kansas City Chiefs against the Chicago Bears in Week 3.  

#NFLonFox #NFL #taylorswift #traviskelce #kansascitychiefs 

►First Things First’s YouTube channel: https://foxs.pt/SubscribeFIRSTTHINGSF...
►UNDISPUTED’s YouTube channel: https://foxs.pt/SubscribeUNDISPUTED
►The Herd with Colin Cowherd’s YouTube channel: https://foxs.pt/SubscribeTHEHERD
►SPEAK's YouTube channel: http://sprtspod.fox/SUBSCRIBEtoSpeak
►The Carton Show's YouTube channel: http://sprtspod.fox/SubscribeCartonShow
►FOX Bet Live’s YouTube Channel: https://foxs.pt/SubscribeFOXBETLIVE
►PBC ON FOX’s YouTube Channel: https://foxs.pt/SubscribePBCONFOX
►FOX Soccer’s YouTube channel: https://foxs.pt/SubscribeFOXSOCCER
►NASCAR ON FOX YouTube channel: https://foxs.pt/SubscribeNASCARonFOX
►WWE ON FOX YouTube channel: https://foxs.pt/SubscribeWWEONFOX
►CFB ON FOX YouTube channel: https://foxs.pt/SubscribeCFBONFOX

Like Fox Sports on Facebook: http://foxs.pt/FOXSPORTSFacebook
Follow Fox Sports on Twitter: http://foxs.pt/FOXSPORTSTwitter
Follow Fox Sports on Instagram: http://foxs.pt/FOXSPORTSInstagram

About FOX Sports:
With exclusive highlights, original programming, and behind the scenes footage, FOX Sports' YouTube channel provides the sports content that fans are hungry for. FOX Sports coverage includes: College Basketball, College Football, MLB, NASCAR, NFL, Soccer, UFC, USGA events and the FIFA World Cup. FS1 original programs include: Undisputed, The Herd, Speak for Yourself, First Things First and more.",17,172455,393,1537,,https://i.ytimg.com/vi/GdqdoVDohio/hqdefault.jpg,NFL|nfl|NFL on FOX|nfl on fox|nfl football|nfl football on fox,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 08:16:20
Shared News,UCGWULexa_6MMvDZ4d9ExXSw,1695640983.0,Taylor Swift Celebrates Travis Kelce TD & They Leave Game Together!,"Taylor Swift Celebrates Travis Kelce TD & They Leave Game Together!

#taylorswift 
#traviskelce 
#shorts",24,164579,106,7500,,https://i.ytimg.com/vi/Dz7Dm9d3IsY/hqdefault.jpg,taylor swift celebrates travis kelce Touchdown|taylor swift travis kelce leave game together|taylor swift chiefs game|taylor swift and travis kelce dating|taylor swift|travis kelce|taylor swift attends chiefs game|taylor swift travis kelce's mom|tarylor swift red erea|kansas city chiefs|entertainment|celebrity|news|gossip|shared news|breaking news|top stories|news today|shorts|shorts video|taylor swift love story,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 11:23:03
The Rich Eisen Show,UCqMtxjKnR7ySbEZSs2N-v0Q,1695684604.0,Rich Eisen Reacts to Taylor Swift’s Arrowhead Appearance to Cheer on New Boyfriend Travis Kelce,"Rich Eisen reacts to Taylor Swift making an appearance at the Kansas City Chiefs’ Arrowhead Stadium to watch her new boyfriend Travis Kelce play.

Tune in to the Emmy-nominated Rich Eisen Show live for FREE on The Roku Channel at https://go.roku.com/thericheisenshow and also streaming on Audacy, Sirius channel 218 and XM channel 202 weekdays from 12--3 PM ET! 

Showcasing insightful sports expertise with an offbeat mix of humor and pop culture, The Rich Eisen Show attracts the most recognizable names in sports and entertainment. 

Subscribe here to keep up with the internet's best sports and pop culture commentary, interviews, and much more! 

------ SUBSCRIBE HERE: 
https://bit.ly/2VjWSBC 

FOLLOW US HERE: 
https://www.instagram.com/richeisenshow/ 
https://www.twitter.com/RichEisenShow 
https://www.facebook.com/RichEisenShow 
https://www.tiktok.com/@thericheisenshow 
https://www.audacy.com/richeisen/listen 

#richeisenshow #taylorswift  #kansascitychiefs",24,161303,387,2006,,https://i.ytimg.com/vi/cKE6f0gOZ64/hqdefault.jpg,Rich Eisen|Rich Eisen Show|sports|NFL|football|college football|CFP|NBA|basketball|MLB|baseball|pop culture|Roku|NFL Network|Chris Brockman|TJ Jefferson|Del Tufo|Super Bowl|Football|NFL Draft|Chiefs|KC|Kansas City|Patrick Mahomes|Andy Reid|Travis Kelce|Chris Jones|Isaiah Pacheco|Skyy Moore|Kadarius Toney|Brett Veach|AFC West|Chargers|Raiders|Denver Broncos|Taylor Swift|Swifties|Swiftie,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 23:30:04
ESPN,UCiWLfSweyRNmLpgEHekhoAg,1695676991.0,Travis Kelce is the RIGHT GUY for Taylor Swift 😬 | The Pat McAfee Show,"On The Pat McAfee Show, the crew talk about Taylor Swift being in attendance at Travis Kelce's game at Arrowhead.
0:00 TSwift watched Kelce!
1:40 Swift’s reaction to Kelce’s TD
2:30 Welcome to football, Swifties
5:00 Two icons meeting in ONE stadium
8:00 A bunch of new Chiefs fans now?
8:50 Kelce will give the game ball to Taylor?
#ESPN #PatMcAfee #espn 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn
✔️Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔️ Subscribe to NBA on ESPN on YouTube: http://bit.ly/SUBSCRIBEtoNBAonESPN
✔️ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV",17,136952,386,2554,,https://i.ytimg.com/vi/cJyg7LmKph4/hqdefault.jpg,The Pat McAfee Show|Pat McAfee Show|The Pat McAfee Show Today|The Pat McAfee Show Live|Pat McAfee espn|Pat McAfee today|Pat McAfee on espn|espn Pat McAfee|McAfeeESPN2023|taylor swift|swifties|travis kelce|travis kelce taylor swift|travis kelce taylor swift timeline|travis kelce touchdown|NFL on ESPN|travis kelce taylor swift video|taylor swift donna kelce|taylor swift kansas city chiefs|TSwift,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 21:23:11
Swiftologist,UCyXqzTEk29jozsuIqVSzSWA,1695664838.0,we NEED to talk about travis kelce + taylor swift 🆘😱🚨,"Don't be a stranger! 
📸 INSTAGRAM: https://bit.ly/3RKOF5u
🐤 TWITTER: https://bit.ly/3TEe1CD
🎙️ MY TAYLOR SWIFT PODCAST: https://spoti.fi/3U1pu06
🐍 PODCAST TWITTER: https://bit.ly/3d9ARmj
📸 PODCAST INSTAGRAM: https://bit.ly/3QDNt2x
 💌 EMAIL: sarah@smallscreenmarketing.com",10,105519,1003,6394,,https://i.ytimg.com/vi/M_idkhfudn8/hqdefault.jpg,,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 18:00:38
Nightcap,UCKnodHJpZd8UbSvAufDd3_g,1695628831.0,Reaction to Taylor Swift rooting for Travis Kelce at Bears-Chiefs NFL game | Nightcap w/ Unc & Ocho,"In this clip from ""Nightcap with Unc and Ocho,"" Shannon Sharpe & Chad ""Ochocinco"" Johnson react to pop superstar Taylor Swift showing up to support rumored significant other Travis Kelce at the Kansas City Chiefs game versus the Chicago Bears. This leads Shannon and Chad to try to name the biggest power couple in sports. Tom Brady and Gisele? Posh Spice and David Beckham? Alex Rodriguez and Jennifer Lopez?",17,89905,381,2250,,https://i.ytimg.com/vi/oVSdFn1TQO0/hqdefault.jpg,Club Shay Shay|Club Shay Shay youtube|Shannon Sharpe podcast|Sharpe podcast|Shannon podcast|Club Shay Shay Shannon Sharpe|Club Shay Shay podcast|Shay Shay podcast|Shay Shay|Shannon Sharpe Club|Nightcap|Chad Ochocinco|Chad Johnson,2023-11-28 17:18:00.293304,14,2023-09-25,2023-09-25 08:00:31
